brand,categories,content,discount,num_review,product,regular,star,title
Medrol,"Pharmacy,Skin & Coat",,0.46,0,"Medrol (Methylprednisolone) Tablets for Dogs & Cats, 4-mg, 1 tablet",0.46,0,
Pilocarpine,"Dog,Healthcare,Eye Care",,90.72,0,"Pilocarpine (Generic) Ophthalmic Solution 1%, 15-mL",95.5,0,
Cimetidine,"Dog,Healthcare,Digestive & Urinary,Digestive Health",,0.4,0,Cimetidine (Generic) Tablets,0.42,0,
Uniprim,"Pharmacy,Skin & Coat",,32.49,0,Uniprim Powder for Horses Apple Flavor,32.49,0,
PetTest,"Pharmacy,Medications,Devices & Supplies",I've hardly used this and it is already not working. I can't recommend it at all.,8.99,1,PetTest Advocate Lancing Device,8.99,1.0,Really disappointed
Amoxi-Tabs,"Dog,Healthcare,Digestive & Urinary,Urinary Health",Our cat takes amoxicillin for recurring urinary issues and for the past 4 months our veterinarian has been unable to get the tablets as they are backordered. He's an easy cat to pill but intensely dislikes the alternate liquid medication.  I was so happy to find something in pill form available at Chewy and our vet quickly provided a prescription.  We have a much happier kitty!  Thank you Chewy!,0.51,4,Amoxi-Tabs (Amoxicillin) Tablets for Dogs & Cats,0.51,5.0,What a relief!
Amoxi-Tabs,"Dog,Healthcare,Digestive & Urinary,Urinary Health","Our older Beagle has liver problems and needs amoxicillin for her to feel better. Chewy is an amazing, awesome company !",0.51,4,Amoxi-Tabs (Amoxicillin) Tablets for Dogs & Cats,0.51,5.0,Much APPRECIATED
Amoxi-Tabs,"Dog,Healthcare,Digestive & Urinary,Urinary Health","Thank you for your quick serve and providing affordable medication so that I can over come Lyme  disease. With in 2 days of taking my meds Mommy and Daddy saw a change in my behavior. I am feeling better and playing more. Merry Christmas, Merci, the counter surfing Pyrenees.",0.51,4,Amoxi-Tabs (Amoxicillin) Tablets for Dogs & Cats,0.51,5.0,Affordable Meds
Diltiazem,"Pharmacy,Health Conditions,Heart & Blood Pressure",,0.63,0,Diltiazem Extended-Release (Generic) Capsules,0.66,0,
Amoxi-Tabs,"Dog,Healthcare,Digestive & Urinary,Urinary Health","We needed to give one of our kitties Omoxi Tabs, so we decided to check and see if Chewy carried them.  Not only did Chewy have them, they had a great price and they had them to us FAST.",0.51,4,Amoxi-Tabs (Amoxicillin) Tablets for Dogs & Cats,0.51,5.0,CHEWY TO THE RESCUE AGAIN
Antirobe,"Pharmacy,Skin & Coat",,0.5,0,Antirobe (Clindamycin HCI) Capsules for Dogs,0.5,0,
Azithromycin,"Pharmacy,Skin & Coat",,20.99,0,Azithromycin (Generic) Flavored Oral Suspension,20.99,0,
ChronoMate,"Pharmacy,Health Conditions,Thyroid & Hormone",,160.5,0,"ChronoMate (Altrenogest) Solution for Pigs, 1000-mL bottle",168.95,0,
SucroMate,"Pharmacy,Health Conditions,Thyroid & Hormone",,332.49,0,"SucroMate Injectable for Horses, 10 mL",349.99,0,
Dicloxacillin,"Dog,Healthcare,Digestive & Urinary,Urinary Health",,0.52,0,Dicloxacillin Sodium (Generic) Capsules,0.55,0,
IV Needleless,"Pharmacy,Medications,Devices & Supplies",,4.95,0,"IV Needleless Injection Bi-Directional Valve Cap for Dogs, Cats & Horses",4.95,0,
Dexmedesed,"Pharmacy,Pain Relief & Arthritis",,175.75,0,"Dexmedesed Injectable Solution for Dogs & Cats, 0.5 mg/mL, 10-mL Vial",185.0,0,
Pributazone,"Pharmacy,Pain Relief & Arthritis",,0.28,0,"Pributazone Bolus for Horses, 1-g, 1 tablet",0.29,0,
OvaMed,"Pharmacy,Health Conditions,Thyroid & Hormone",,180.21,0,"OvaMed (Altrenogest) Solution for Horses, 1000-mL",189.7,0,
Acetazolamide,"Dog,Healthcare,Eye Care",,1.36,0,Acetazolamide (Generic) Tablets,1.43,0,
Tri-Otic,"Dog,Healthcare,Ear Care",We use this product to help prevent ear infections and it has worked like a charm! We use it under the guidance of our vet as we had a previous dog prone to infections and want to avoid them for our current pup. We have always had wonderful results from this product and are so glad to see it on Chewy!,12.75,2,Tri-Otic (Gentamicin / Betamethasone / Clotrimazole) Otic Ointment for Dogs,12.75,5.0,Works Great For Us
Tri-Otic,"Dog,Healthcare,Ear Care",Otomax has gotten so expensive (what hasn't?) that I was very pleased to find this generic option at a MUCH less expensive price.  Very pleased with my choice!,12.75,2,Tri-Otic (Gentamicin / Betamethasone / Clotrimazole) Otic Ointment for Dogs,12.75,5.0,Excellent option for Otomax
Kenalog,"Cat,Healthcare,Hip & Joint Care,Treats & Supplements",,91.19,0,"Kenalog 40 Injectable Suspension, 40 mg/mL, 10-mL Multi-Dose Vial",95.99,0,
Liver 7,"Dog,Healthcare,Digestive & Urinary,Digestive Health",,15.99,0,"Liver 7 Vitamin Injectable for Horses & Livestock, 100-mL",15.99,0,
iPet PRO,"Pharmacy,Medications,Insulin & Diabetes",,17.49,0,iPet PRO Control Solution for Dogs & Cats,17.49,0,
Prevail,"Pharmacy,Pain Relief & Arthritis",,24.69,0,"Prevail (flunixin meglumine) Equine Paste for Horses, 30-gm syringe",25.99,0,
Diclofenac,"Pharmacy,Pain Relief & Arthritis",,26.99,0,"Diclofenac (Generic) Gel 1%, 100-gm tube",26.99,0,
Enalapril,"Pharmacy,Health Conditions,Heart & Blood Pressure","Our 14+ yr old Mini Schnauzer was diagnosed 4 1/2 months ago with advanced kidney failure.  She was prescribed this drug and Royal Canin Renal Support dog food.  After a recent visit, our vet was impressed as my dog's numbers were even better than when she was diagnosed.  I'm not sure what's responsible for the good results, but I thought I'd pass our experience along.  Good luck!",0.12,3,Enalapril Maleate (Generic) Tablets,0.13,4.0,It's Working!
Enalapril,"Pharmacy,Health Conditions,Heart & Blood Pressure",before starting this medication my older dachshund was coughing and on 2 occasions passed out from not being able to breath. After starting this hes back to his old self and far more comfortable.,0.12,3,Enalapril Maleate (Generic) Tablets,0.13,4.0,Really helped my dog
Enalapril,"Pharmacy,Health Conditions,Heart & Blood Pressure","My dog has been on this medication for almost two years. I just transferred my prescription to Chewy and bought double my usual order size because the price was so good. However, when I got the pills I quickly realized they were unusable. 

My dog requires 1/4 tablet twice a day. All his pills in the past have been round and scored down the middle and then I just cut the halves in half. BUT, these new pills are TRIANGULAR. 

I tried and tried to figure out a way to make four equal doses, but it is impossible with a triangle-shaped pill. I'm not willing to be so haphazard about my dog's medication dosage, so all 60 pills I bought are not usable to me at all.

If your dog requires a half ",0.12,3,Enalapril Maleate (Generic) Tablets,0.13,4.0,Odd Shaped Pills Not Good for Quartering
UltiCare,"Pharmacy,Medications,Insulin & Diabetes","One of our cats was recently diagnosed with diabetes requiring insulin shots twice a day. The savings on both the insulin and the needles was almost $20.00 as compared to buying these products through the Vet, so I was delighted! The process of getting the needed script from our Vet plus a very speedy delivery made the whole purchase very satisfactory.",23.15,149,UltiCare UltiGuard Safe Pack Insulin Syringes U-40 29 G x 0.5-in,24.37,4.6,"Great Price, Easy Process"
UltiCare,"Pharmacy,Medications,Insulin & Diabetes",Great price if you have a diabetic pet and ships super fast!,23.15,149,UltiCare UltiGuard Safe Pack Insulin Syringes U-40 29 G x 0.5-in,24.37,4.6,Great Price
UltiCare,"Pharmacy,Medications,Insulin & Diabetes","I bought this needle kit for my diabetic cat.  I had recently changed vets because of a move and i did not like the needles they sold me.  These needles and the sharps container are almost exactly what i used to get from my previous vet.  I get a more accurate dosage of insulin with this particular type of needle and once spent they  are safely contained after their usage.  They were less expensive than what i was using before, too, with both vets...",23.15,149,UltiCare UltiGuard Safe Pack Insulin Syringes U-40 29 G x 0.5-in,24.37,4.6,Exactly what i wanted and needed!
Sentinel,"Dog,Flea & Tick,Oral Treatments","My 2 dogs take the Sentinel flavor tabs without any ill effects. Plus, they seem to consider them just another treat.",47.77,70,"Sentinel Flavor Tablets for Dogs, 11-25 lbs, 6 treatments (Green Box)",50.28,4.4,Recommended by my vet
UltiCare,"Pharmacy,Medications,Insulin & Diabetes","After some initial apparent miscommunications Chewy far exceeded anything I might have desired, they far exceeded my expectations.Five stars!",23.15,149,UltiCare UltiGuard Safe Pack Insulin Syringes U-40 29 G x 0.5-in,24.37,4.6,Satisfaction
Sentinel,"Dog,Flea & Tick,Oral Treatments",Gave my rescue dog his 1st dose but 2 weeks later he had fleas.,47.77,70,"Sentinel Flavor Tablets for Dogs, 11-25 lbs, 6 treatments (Green Box)",50.28,4.4,Still got fleas.
UltiCare,"Pharmacy,Medications,Insulin & Diabetes","The insulin needles are good quality, the same as other brands that I had ordered in the past.  I will continue to order these from because of the fast shipping.  Even with verifying with my vet I had my product with 2 days.  Great service",23.15,149,UltiCare UltiGuard Safe Pack Insulin Syringes U-40 29 G x 0.5-in,24.37,4.6,Very Impressed
Trifexis,"Dog,Flea & Tick,Oral Treatments","We moved to Florida and had to have it.  Works great, not a flea or tick in sight!",111.62,102,"Trifexis Chewable Tablets for Dogs, 20.1-40 lbs, 6 treatments (Green Box)",117.49,4.8,Good stuff
Sentinel,"Dog,Flea & Tick,Oral Treatments",It controls worms and fleas etc. I think this is the most complete medicine as far as controlling populations of unwanted parasites. But the flavored tab coating is not that appealing to my dog so I have to wrap the pill up in a piece of cheese or meat so he'll eat it.,47.77,70,"Sentinel Flavor Tablets for Dogs, 11-25 lbs, 6 treatments (Green Box)",50.28,4.4,Controls fleas etc
UltiCare,"Pharmacy,Medications,Insulin & Diabetes",These syringes are very easy to use with ProZinc insulin.  Our cat has been diabetic for many years and we’ve found these to be the easiest to administer his 3 units 2x a day.  The container is great and keeps used syringes secure.  We always take our box to the vet or other recycle location to ensure the syringes are properly handled and don’t end up in a landfill or other.  Chewy is always great - price and shipping time are the best!,23.15,149,UltiCare UltiGuard Safe Pack Insulin Syringes U-40 29 G x 0.5-in,24.37,4.6,Great Product and Easy to Use
Trifexis,"Dog,Flea & Tick,Oral Treatments",Both of my dogs have been on this since it came out.  Works great.  Convenient,111.62,102,"Trifexis Chewable Tablets for Dogs, 20.1-40 lbs, 6 treatments (Green Box)",117.49,4.8,Trifxis for dogs
Sentinel,"Dog,Flea & Tick,Oral Treatments","This is a great product and I wanted to respond to the review that reflected a poor score indicating it does not work for fleas.  I am sorry that person must have been lead astray and advised incorrectly to use this product for an active case of fleas.  This product should not be used to kill fleas like a Nexguard or Simparica product does.  You will notice on the box it says ALSO used to control flea population.  The main purpose of Sentinel is heartworm prevention.  It will not kill adult fleas; it prevents them from having babies and repopulating, so if you have fleas already you should not use this product to get rid of them.  And, I hope a vet did not advise you to.  You should use ones ",47.77,70,"Sentinel Flavor Tablets for Dogs, 11-25 lbs, 6 treatments (Green Box)",50.28,4.4,Sentinel is great - some info for the one who did not think so
UltiCare,"Pharmacy,Medications,Insulin & Diabetes",Just what is needed and at a great price.  Checked others out and found Chewy's to be the best.,23.15,149,UltiCare UltiGuard Safe Pack Insulin Syringes U-40 29 G x 0.5-in,24.37,4.6,Great Products
NexGard,"Dog,Flea & Tick,Oral Treatments",Our dogs have not scratched once since using NexGard. They still get weekly baths since they are both outdoor and indoor. I highly recommend NexGard.,53.19,110,"NexGard Chewable Tablets for Dogs, 4-10 lbs (Orange Box)",55.99,4.8,NexGard works great
Sentinel,"Dog,Flea & Tick,Oral Treatments",Since I have only started using these tablets for Heartworm and Flea Control it is too early to evaluate them.,47.77,70,"Sentinel Flavor Tablets for Dogs, 11-25 lbs, 6 treatments (Green Box)",50.28,4.4,Sentinel Flavor Tablets
UltiCare,"Pharmacy,Medications,Insulin & Diabetes","I searched all over my town to get these syringes with no luck. I found these on Chewy, after my vet verbalized the script over the phone they mailed them immediately.  I didn't realize that the container was to dispose of the syringes, love this!  Just put it in the top, twist the dial and the syringe is safely disposed of! Great product for a great price.",23.15,149,UltiCare UltiGuard Safe Pack Insulin Syringes U-40 29 G x 0.5-in,24.37,4.6,Great purchase
NexGard,"Dog,Flea & Tick,Oral Treatments",Great price and fast shipping. I set up automatic refills!,53.19,110,"NexGard Chewable Tablets for Dogs, 4-10 lbs (Orange Box)",55.99,4.8,100% satisfied
Terramycin,"Dog,Healthcare,Eye Care","This works great for eye irritations and bacteria that can get in your dogs eyes, and may save you from a costly, time consuming vet visit. I do wish it came in bigger amounts because we have bulldogs and their so close to the ground they rub it off and by the time we’ve used it a few days am and pm on our two, it’s gone. But it is nice to be able to just add it on our regular chewy order and not make a trip to the vet. And the price is competitive.",20.85,256,"Terramycin Ophthalmic Ointment for Dogs, Cats & Horses, 3.5-g (Not for California)",20.85,4.8,Just wish it came in larger amt
Sentinel,"Dog,Flea & Tick,Oral Treatments",Great price!Great product! No problem getting dog to take them!,47.77,70,"Sentinel Flavor Tablets for Dogs, 11-25 lbs, 6 treatments (Green Box)",50.28,4.4,Sentinel product
UltiCare,"Pharmacy,Medications,Insulin & Diabetes","I've had diabetic dogs in the past, and properly disposing of the syringes was always difficult. When my dog was recently diagnosed with diabetes my vet gave us these syringes. How cool is it that it has a built in way to dispose of the syringes! It's so easy and convenient. I would absolutely recommend this product!",23.15,149,UltiCare UltiGuard Safe Pack Insulin Syringes U-40 29 G x 0.5-in,24.37,4.6,Great syringes and a great idea!
NexGard,"Dog,Flea & Tick,Oral Treatments","I ordered NexGard for my dogs--they've been on it for a while, but Chewy offered a price that was considerably less than our Vet.  Chewy took care of getting the prescription and sent the NexGard post haste.  I couldn't ask for more!",53.19,110,"NexGard Chewable Tablets for Dogs, 4-10 lbs (Orange Box)",55.99,4.8,Fast and Furious
Terramycin,"Dog,Healthcare,Eye Care",The tube was a little smaller than expected but it does work very well. I used this on 1 of my 4 kittens & it cleared her up after just using it twice & she's had no problems since. Great product,20.85,256,"Terramycin Ophthalmic Ointment for Dogs, Cats & Horses, 3.5-g (Not for California)",20.85,4.8,Worth the price
Sentinel,"Dog,Flea & Tick,Oral Treatments",This product does not work for fleas.  Even after 2 weeks we are still having a flea problem.  I will never buy this product again.,47.77,70,"Sentinel Flavor Tablets for Dogs, 11-25 lbs, 6 treatments (Green Box)",50.28,4.4,do not use for fleas
Vetmedin,"Pharmacy,Health Conditions,Heart & Blood Pressure",My cat’s veterinarian specialist prescribed it for my cat so why description says it’s only for dogs,44.45,32,Vetmedin Chewable Tablets for Dogs,46.79,4.5,It’s also for cats heart murmur
NexGard,"Dog,Flea & Tick,Oral Treatments",The dogs gobble it up and it works!  Here in TN I guess we need stronger stuff.,53.19,110,"NexGard Chewable Tablets for Dogs, 4-10 lbs (Orange Box)",55.99,4.8,It works when Frontline plus failed
Terramycin,"Dog,Healthcare,Eye Care",Sometimes I wonder about CA folk! This is eye cream for cats. And it works well for it's intended purpose.,20.85,256,"Terramycin Ophthalmic Ointment for Dogs, Cats & Horses, 3.5-g (Not for California)",20.85,4.8,Works better than a teabag!
